Tender_ID,Tender_Title,Department,Procurement_Category,Location,Tender_Date,Closing_Date,Estimated_Cost_INR,Contract_Value_INR,Winning_Vendor_ID,Winning_Vendor,Number_of_Bidders,Bid_Amounts_INR,Contract_Duration_Days,Procurement_Method,Other_Bidder_1_ID,Other_Bidder_2_ID,Contract_to_Estimate_Ratio,Bid_Spread_Percent,Payment_Amount_INR,Contract_Status,Investigation_Case_ID,Seed_Investigation_Pattern,Seed_Case_Reason
T-5234,Electrical Equipment Procurement - Kalaburagi Zone,Public Works Department,Electrical Equipment,Kalaburagi,2025-03-19,2025-04-23,2013498.05,1814436.88,V-1119,Vendor E16,8,1789998.49|1796017.43|1824621.36|1859954.28|2015913.03|2067520.71|2072726.41|2113950.02,630,Request for Proposal,,,0.901,18.098,1542466.26,Active,,,
T-5235,Road Infrastructure Procurement - Kalaburagi Zone,Energy Department,Road Infrastructure,Kalaburagi,2024-07-19,2024-08-09,15437705.27,13698745.84,V-1047,Vendor B22,8,13671175.57|14124410.99|14498882.93|14901703.07|15277601.45|15534577.88|15634765.95|16565592.42,642,Limited Tender,,,0.887,21.172,8976961.83,Payment Pending,,,
T-5236,Office Supplies Procurement - Belagavi Zone,Water Resources Department,Office Supplies,Belagavi,2026-07-05,2026-08-01,279597.41,260964.59,V-1057,Vendor C6,9,254057.94|262449.89|268782.05|275429.75|283867.48|285068.17|286012.43|290344.64|296388.02,323,Open Tender,,,0.933,16.662,212591.88,Active,,,
T-5237,Vehicle Maintenance Procurement - Hubballi Zone,Energy Department,Vehicle Maintenance,Hubballi,2025-03-27,2025-04-22,771908.16,685456.96,V-1102,Vendor D25,6,681786.87|729226.33|732190.54|765204.67|781951.61|791789.13,710,Limited Tender,,,0.888,16.134,553033.77,Payment Pending,,,
T-5238,Medical Supplies Procurement - Hubballi Zone,Transport Department,Medical Supplies,Hubballi,2024-04-18,2024-06-01,2108928.17,1926959.33,V-1077,Vendor C26,8,1855869.75|1861296.76|1905719.71|1963193.36|2006263.93|2083747.32|2156225.96|2214859.94,674,Limited Tender,,,0.914,19.344,1479750.2,Active,,,
T-5239,Office Supplies Procurement - Tumakuru Zone,Municipal Administration,Office Supplies,Tumakuru,2025-08-29,2025-09-18,1527079.75,1378141.18,V-1090,Vendor D13,3,1372834.09|1417221.36|1440011.3,595,Open Tender,,,0.902,4.893,1099054.56,Active,,,
T-5240,Water Infrastructure Procurement - Kalaburagi Zone,Water Resources Department,Water Infrastructure,Kalaburagi,2025-06-11,2025-07-10,4404774.35,4072729.95,V-1110,Vendor E7,9,3981530.16|4156612.97|4197459.84|4307019.88|4397992.21|4463461.0|4488160.06|4526791.78|4633431.83,102,e-Procurement,,,0.925,16.373,3141320.17,Active,,,
T-5241,Water Infrastructure Procurement - Mangaluru Zone,Education Department,Water Infrastructure,Mangaluru,2024-04-11,2024-05-16,6401907.21,5695028.36,V-1012,Vendor A13,6,5666570.89|5884947.72|5997999.85|6200930.48|6423809.34|6721950.5,656,Limited Tender,,,0.89,18.625,4581396.12,Completed,,,
T-5242,Vehicle Maintenance Procurement - Tumakuru Zone,Education Department,Vehicle Maintenance,Tumakuru,2024-01-20,2024-02-26,2101007.56,1885194.37,V-1050,Vendor B25,8,1866358.19|1947104.88|2058201.6|2077621.19|2094951.48|2116880.31|2138535.93|2193480.25,606,Request for Proposal,,,0.897,17.527,1643847.41,Completed,,,
T-5243,IT Equipment Procurement - Udupi Zone,Energy Department,IT Equipment,Udupi,2026-06-04,2026-06-24,4358713.4,3958074.91,V-1011,Vendor A12,8,3853916.96|3885253.74|4110940.73|4124521.66|4148293.53|4447724.83|4503882.37|4630121.06,509,e-Procurement,,,0.908,20.141,2372203.67,Completed,,,
T-5244,Medical Supplies Procurement - Dharwad Zone,Municipal Administration,Medical Supplies,Dharwad,2024-08-02,2024-09-09,1256055.82,1136818.25,V-1106,Vendor E3,9,1120913.45|1146005.99|1190566.39|1200246.55|1218811.12|1232424.8|1270651.74|1348833.58|1355974.9,714,Open Tender,,,0.905,20.971,1008734.74,Payment Pending,,,
T-5245,Road Infrastructure Procurement - Mangaluru Zone,Energy Department,Road Infrastructure,Mangaluru,2024-12-23,2025-01-18,19112719.28,18872332.3,V-1063,Vendor C12,4,18336544.0|18405397.43|18559914.97|18567789.11,198,Open Tender,,,0.987,1.261,11533802.63,Completed,,,
T-5246,Office Supplies Procurement - Mysuru Zone,Public Works Department,Office Supplies,Mysuru,2026-01-11,2026-02-13,561149.4,511932.75,V-1107,Vendor E4,8,500384.25|512066.87|517248.54|537776.68|555803.46|560614.03|576229.24|591666.17,321,Limited Tender,,,0.912,18.242,296912.09,Completed,,,
T-5247,IT Equipment Procurement - Tumakuru Zone,Education Department,IT Equipment,Tumakuru,2025-10-19,2025-11-09,4483480.44,4093991.39,V-1030,Vendor B5,7,4017365.94|4017750.31|4471486.16|4479606.56|4622588.15|4688320.5|4787970.27,251,Open Tender,,,0.913,19.182,4049923.09,Completed,,,
T-5248,Vehicle Maintenance Procurement - Shivamogga Zone,Health Department,Vehicle Maintenance,Shivamogga,2024-09-09,2024-09-28,1525173.27,1393520.56,V-1094,Vendor D17,2,1345353.4|1645856.52,258,e-Procurement,,,0.914,22.336,1366550.78,Active,,,
T-5249,IT Equipment Procurement - Shivamogga Zone,Municipal Administration,IT Equipment,Shivamogga,2026-06-23,2026-07-05,3048269.64,2921087.81,V-1116,Vendor E13,3,2914726.08|2950637.01|3075067.95,164,Request for Proposal,,,0.958,5.501,1686041.5,Completed,,,
T-5250,Water Infrastructure Procurement - Hubballi Zone,Transport Department,Water Infrastructure,Hubballi,2024-07-04,2024-08-07,4296129.63,4187144.07,V-1010,Vendor A11,2,4231687.69|4261760.59,532,Limited Tender,,,0.975,0.711,3138113.95,Payment Pending,CASE-009,Repeated Winner + Concentration,Winning vendor shows unusually high award concentration in its comparison group.
T-5251,IT Equipment Procurement - Shivamogga Zone,Rural Development Department,IT Equipment,Shivamogga,2025-02-15,2025-03-11,2198780.07,1978919.47,V-1048,Vendor B23,2,2165798.37|2181189.83,152,Open Tender,,,0.9,0.711,1254259.39,Payment Pending,,,
T-5252,Medical Supplies Procurement - Mangaluru Zone,Education Department,Medical Supplies,Mangaluru,2025-06-01,2025-07-03,3172179.15,2838936.28,V-1092,Vendor D15,6,2830878.95|2883718.12|3034369.6|3098136.87|3112349.79|3323902.33,45,Limited Tender,,,0.895,17.416,2181453.41,Payment Pending,,,
T-5253,Road Infrastructure Procurement - Hubballi Zone,Energy Department,Road Infrastructure,Hubballi,2024-11-22,2024-12-26,8809663.73,8486081.36,V-1100,Vendor D23,3,8334631.64|8547476.14|8790660.61,335,Open Tender,,,0.963,5.471,7837572.98,Payment Pending,,,
T-5254,School Infrastructure Procurement - Kalaburagi Zone,Public Works Department,School Infrastructure,Kalaburagi,2025-05-08,2025-06-14,1828314.84,1637258.83,V-1022,Vendor A23,7,1636984.64|1661044.72|1748651.32|1811761.94|1859145.44|1955924.15|1970742.52,208,Open Tender,,,0.896,20.389,1600871.24,Active,,,
T-5255,Office Supplies Procurement - Tumakuru Zone,Energy Department,Office Supplies,Tumakuru,2024-08-19,2024-09-09,1182108.0,1091993.94,V-1067,Vendor C16,11,1063179.82|1063524.64|1082121.11|1082581.98|1096268.99|1114813.84|1133203.51|1181956.62|1212525.12|1228804.58|1266444.41,524,Open Tender,,,0.924,19.119,912266.69,Completed,,,
T-5256,Road Infrastructure Procurement - Shivamogga Zone,Rural Development Department,Road Infrastructure,Shivamogga,2025-12-15,2026-01-21,6204035.94,5850174.38,V-1025,Vendor A26,9,5684003.59|5738308.14|5874220.35|5955046.36|5967876.66|6451152.58|6490194.31|6544398.45|6673334.86,728,Open Tender,,,0.943,17.406,4149280.35,Completed,,,
T-5257,IT Equipment Procurement - Udupi Zone,Transport Department,IT Equipment,Udupi,2024-09-09,2024-10-10,2958425.25,2699144.14,V-1039,Vendor B14,8,2682114.13|2683420.29|2837722.07|2841709.15|2910860.68|2928005.79|3003071.47|3193043.94,114,Open Tender,,,0.912,19.05,2217337.48,Payment Pending,,,
T-5258,Road Infrastructure Procurement - Tumakuru Zone,Water Resources Department,Road Infrastructure,Tumakuru,2024-03-05,2024-04-16,3789977.17,3689431.99,V-1086,Vendor D9,4,3606399.2|3652317.27|3701900.03|3785262.92,342,Open Tender,,,0.973,4.96,2547186.01,Completed,,,
T-5259,Vehicle Maintenance Procurement - Mysuru Zone,Education Department,Vehicle Maintenance,Mysuru,2024-03-28,2024-04-19,2327727.57,2183451.61,V-1083,Vendor D6,5,2139533.4|2202291.45|2240392.65|2373974.61|2395109.1,206,Open Tender,,,0.938,11.945,2094848.54,Completed,,,
T-5260,Water Infrastructure Procurement - Hubballi Zone,Water Resources Department,Water Infrastructure,Hubballi,2025-08-26,2025-10-09,7260509.15,6466430.26,V-1024,Vendor A25,13,6434162.84|6477683.86|6521837.73|6541248.22|6575983.24|6741496.39|6852017.81|6852533.99|6914396.46|6992616.78|7222537.55|7426650.07|7707778.42,30,Open Tender,,,0.891,19.795,6089309.39,Completed,,,
T-5261,Road Infrastructure Procurement - Mysuru Zone,Water Resources Department,Road Infrastructure,Mysuru,2024-12-10,2025-01-07,14016245.35,13848611.18,V-1022,Vendor A23,3,13538777.36|14436340.06|14893778.55,510,Open Tender,,,0.988,10.008,11095566.66,Active,,,
T-5262,Electrical Equipment Procurement - Shivamogga Zone,Transport Department,Electrical Equipment,Shivamogga,2025-02-05,2025-03-17,2932532.6,2707295.98,V-1005,Vendor A6,2,2620145.66|2926464.3,39,Limited Tender,,,0.923,11.691,1884709.85,Active,,,
T-5263,Medical Supplies Procurement - Belagavi Zone,Transport Department,Medical Supplies,Belagavi,2026-01-25,2026-02-07,3544011.19,3693346.92,V-1003,Vendor A4,2,3579011.01|3592831.03,238,Open Tender,,,1.042,0.386,2518956.24,Completed,,,
T-5264,Road Infrastructure Procurement - Udupi Zone,Education Department,Road Infrastructure,Udupi,2024-03-09,2024-04-18,28401525.41,25839847.86,V-1017,Vendor A18,3,25100958.03|29628920.29|30025604.13,646,e-Procurement,,,0.91,19.619,14600498.48,Completed,,,
T-5265,Office Supplies Procurement - Tumakuru Zone,Energy Department,Office Supplies,Tumakuru,2024-04-26,2024-05-26,258217.44,235002.35,V-1119,Vendor E16,4,229312.01|253683.9|262373.68|275347.48,180,Open Tender,,,0.91,20.075,215525.21,Active,,,
T-5266,IT Equipment Procurement - Hubballi Zone,Health Department,IT Equipment,Hubballi,2026-01-04,2026-02-02,1453680.53,1332967.45,V-1001,Vendor A2,6,1322043.09|1385927.8|1403727.4|1462989.67|1490345.63|1559860.16,221,e-Procurement,,,0.917,17.989,1003287.87,Completed,,,
T-5267,IT Equipment Procurement - Mangaluru Zone,Municipal Administration,IT Equipment,Mangaluru,2026-06-12,2026-06-28,3470620.37,3236482.45,V-1087,Vendor D10,5,3153517.67|3278855.28|3585285.38|3606014.83|3626945.0,571,Open Tender,,,0.933,15.013,2253594.51,Completed,,,
T-5268,Electrical Equipment Procurement - Dharwad Zone,Public Works Department,Electrical Equipment,Dharwad,2024-08-19,2024-08-31,1805321.2,1652364.83,V-1016,Vendor A17,13,1631993.37|1641649.02|1697892.43|1708417.64|1769423.95|1773031.37|1821830.88|1835123.61|1837933.55|1864770.77|1898198.09|1898727.84|1929897.05,104,e-Procurement,,,0.915,18.254,1259101.44,Completed,,,
T-5269,IT Equipment Procurement - Kalaburagi Zone,Municipal Administration,IT Equipment,Kalaburagi,2025-11-18,2025-12-04,4817692.47,4660013.83,V-1093,Vendor D16,3,4518456.82|5079053.86|5148739.38,650,e-Procurement,,,0.967,13.949,4279906.27,Active,,,
T-5270,Electrical Equipment Procurement - Belagavi Zone,Rural Development Department,Electrical Equipment,Belagavi,2025-12-08,2026-01-03,4948987.4,4498320.07,V-1108,Vendor E5,10,4408196.5|4521670.64|4542374.43|4734594.44|4825733.58|4898418.28|5065253.95|5068143.18|5183017.29|5195543.99,461,e-Procurement,,,0.909,17.861,2726325.6,Completed,,,
T-5271,IT Equipment Procurement - Udupi Zone,Energy Department,IT Equipment,Udupi,2025-11-17,2025-12-11,4885627.95,4409374.9,V-1030,Vendor B5,9,4368646.39|4435414.25|4438098.82|4596635.1|4598647.14|4618000.92|4641147.28|4897361.79|5142120.0,416,e-Procurement,,,0.903,17.705,4126933.25,Completed,,,
T-5272,Road Infrastructure Procurement - Mysuru Zone,Water Resources Department,Road Infrastructure,Mysuru,2025-05-02,2025-05-18,4558618.42,4090002.58,V-1093,Vendor D16,6,4062788.44|4168032.68|4213546.75|4244656.42|4492576.48|4842633.77,506,Open Tender,,,0.897,19.195,3901367.47,Completed,,,
T-5273,Vehicle Maintenance Procurement - Tumakuru Zone,Energy Department,Vehicle Maintenance,Tumakuru,2025-07-03,2025-08-16,1104350.39,1019059.01,V-1001,Vendor A2,5,988032.27|1063521.6|1065077.98|1103326.96|1118297.51,514,e-Procurement,,,0.923,13.184,994620.51,Completed,,,
T-5274,Electrical Equipment Procurement - Bengaluru Zone,Health Department,Electrical Equipment,Bengaluru,2026-07-27,2026-08-14,885152.33,824945.98,V-1001,Vendor A2,6,824891.74|834091.74|895915.52|911063.02|928640.49|943718.27,455,Open Tender,,,0.932,14.405,601278.04,Active,,,
T-5275,IT Equipment Procurement - Udupi Zone,Public Works Department,IT Equipment,Udupi,2024-12-07,2025-01-17,3253206.23,3022467.33,V-1054,Vendor C3,8,3013666.99|3020390.3|3063025.63|3321889.69|3333094.96|3339649.9|3352655.87|3432908.45,190,e-Procurement,,,0.929,13.911,1957691.93,Completed,,,
T-5276,Office Supplies Procurement - Udupi Zone,Public Works Department,Office Supplies,Udupi,2025-11-30,2026-01-08,660179.65,660479.14,V-1017,Vendor A18,5,640665.07|671602.6|678544.72|688576.9|696813.3,100,Limited Tender,,,1.0,8.764,474315.41,Active,,,
T-5277,Office Supplies Procurement - Belagavi Zone,Health Department,Office Supplies,Belagavi,2025-08-04,2025-09-08,802419.07,778331.47,V-1109,Vendor E6,2,770104.45|844613.85,550,Open Tender,,,0.97,9.675,544684.49,Active,,,
T-5278,Medical Supplies Procurement - Mangaluru Zone,Transport Department,Medical Supplies,Mangaluru,2025-11-26,2026-01-03,1348270.67,1220523.02,V-1087,Vendor D10,9,1203041.73|1204989.59|1223426.45|1236342.71|1246860.38|1301932.0|1331440.11|1443026.29|1453945.21,563,Request for Proposal,,,0.905,20.856,768037.62,Completed,,,
T-5279,Vehicle Maintenance Procurement - Mangaluru Zone,Municipal Administration,Vehicle Maintenance,Mangaluru,2025-02-28,2025-03-28,2354230.36,2153414.54,V-1029,Vendor B4,7,2100080.34|2129400.35|2149076.53|2211870.18|2212066.02|2222582.4|2440471.2,598,Open Tender,,,0.915,16.208,1772841.59,Payment Pending,,,
T-5280,Medical Supplies Procurement - Bengaluru Zone,Education Department,Medical Supplies,Bengaluru,2026-03-30,2026-04-24,1710864.7,1564150.39,V-1020,Vendor A21,3,1563323.15|1797757.08|1799708.31,94,e-Procurement,,,0.914,15.121,1195763.05,Completed,,,
T-5281,IT Equipment Procurement - Bengaluru Zone,Energy Department,IT Equipment,Bengaluru,2026-06-07,2026-07-04,2622755.28,2398094.64,V-1033,Vendor B8,13,2389735.68|2391889.75|2395921.85|2470797.29|2505808.68|2514341.42|2572054.87|2593671.72|2594977.86|2646640.38|2670618.81|2695914.01|2725798.38,74,Open Tender,,,0.914,14.063,2253166.86,Active,,,
T-5282,Medical Supplies Procurement - Shivamogga Zone,Rural Development Department,Medical Supplies,Shivamogga,2026-04-26,2026-06-03,1671967.48,1538918.67,V-1078,Vendor D1,8,1510061.86|1639761.57|1641250.66|1678736.05|1705271.91|1707398.55|1748593.96|1756544.41,183,e-Procurement,,,0.92,16.323,868641.58,Completed,,,
T-5283,Office Supplies Procurement - Mysuru Zone,Education Department,Office Supplies,Mysuru,2025-08-31,2025-10-12,816090.96,816064.69,V-1081,Vendor D4,9,808246.1|809866.44|819219.54|827745.73|830586.45|852051.86|852783.55|868985.57|869350.41,103,Request for Proposal,,,1.0,7.56,685282.63,Completed,,,
T-5284,Medical Supplies Procurement - Mangaluru Zone,Rural Development Department,Medical Supplies,Mangaluru,2026-08-17,2026-09-18,1942170.35,1775814.04,V-1031,Vendor B6,8,1751784.49|1779089.67|1788384.51|1849918.03|1891301.32|2020221.8|2029178.67|2052362.87,473,Open Tender,,,0.914,17.158,1586382.62,Completed,,,
T-5285,Medical Supplies Procurement - Bengaluru Zone,Rural Development Department,Medical Supplies,Bengaluru,2025-12-15,2025-12-26,1947081.98,1763526.38,V-1042,Vendor B17,5,1747339.1|1792152.43|1794063.56|1925264.19|1925855.02,381,Limited Tender,,,0.906,10.216,1572658.08,Completed,,,
T-5286,Electrical Equipment Procurement - Tumakuru Zone,Municipal Administration,Electrical Equipment,Tumakuru,2026-04-15,2026-05-03,2622677.99,2363849.65,V-1054,Vendor C3,11,2309969.35|2350419.75|2368229.1|2413526.65|2456068.66|2466084.74|2571277.8|2622349.1|2690274.79|2767771.79|2774917.43,234,Open Tender,,,0.901,20.128,2242662.84,Completed,,,
T-5287,School Infrastructure Procurement - Hubballi Zone,Rural Development Department,School Infrastructure,Hubballi,2024-09-03,2024-09-24,5312233.68,4935362.58,V-1088,Vendor D11,7,4876988.53|4952862.24|5262892.09|5337988.17|5409358.37|5555943.18|5649263.66,206,Open Tender,,,0.929,15.835,4333570.05,Completed,,,
T-5288,IT Equipment Procurement - Bengaluru Zone,Education Department,IT Equipment,Bengaluru,2025-07-20,2025-08-14,3214342.36,2934231.7,V-1045,Vendor B20,10,2861576.94|3058114.02|3082588.61|3086974.86|3118137.34|3261757.91|3305390.08|3310106.07|3346192.95|3371870.62,100,e-Procurement,,,0.913,17.833,2838911.8,Active,,,
T-5289,Medical Supplies Procurement - Kalaburagi Zone,Education Department,Medical Supplies,Kalaburagi,2024-11-29,2025-01-07,3136150.68,2895697.72,V-1044,Vendor B19,4,2826377.76|2998462.3|3008056.28|3093095.61,590,e-Procurement,,,0.923,9.437,2026106.58,Active,,,
T-5290,Road Infrastructure Procurement - Belagavi Zone,Transport Department,Road Infrastructure,Belagavi,2026-06-12,2026-06-23,4525329.99,4024431.07,V-1027,Vendor B2,6,4002279.54|4030966.62|4284275.52|4306268.89|4333180.09|4370350.37,625,e-Procurement,,,0.889,9.197,3124746.31,Completed,,,
T-5291,IT Equipment Procurement - Shivamogga Zone,Municipal Administration,IT Equipment,Shivamogga,2024-09-24,2024-10-10,3846671.42,3519860.45,V-1077,Vendor C26,8,3437724.64|3476914.76|3637291.59|3647907.07|3826332.75|3883956.87|4012651.74|4075469.38,509,e-Procurement,,,0.915,18.551,1958224.55,Completed,,,
T-5292,School Infrastructure Procurement - Hubballi Zone,Municipal Administration,School Infrastructure,Hubballi,2025-09-10,2025-10-18,3956491.79,3704481.09,V-1068,Vendor C17,5,3612672.48|3625584.79|3822245.28|3905332.59|4040847.47,558,Limited Tender,,,0.936,11.852,2049063.01,Payment Pending,,,
T-5293,Vehicle Maintenance Procurement - Tumakuru Zone,Energy Department,Vehicle Maintenance,Tumakuru,2024-09-23,2024-10-05,1503894.27,1356793.45,V-1034,Vendor B9,7,1351313.61|1381438.34|1403157.8|1415545.86|1483508.34|1532826.92|1570559.36,545,Open Tender,,,0.902,16.225,892847.4,Completed,,,
T-5294,Medical Supplies Procurement - Hubballi Zone,Health Department,Medical Supplies,Hubballi,2024-08-01,2024-08-20,1992314.56,1854228.87,V-1018,Vendor A19,9,1829751.0|1948398.32|1963886.86|1989014.08|1993298.43|2001630.45|2018886.32|2056950.05|2120860.19,498,e-Procurement,,,0.931,15.91,1103939.71,Active,,,
T-5295,School Infrastructure Procurement - Kalaburagi Zone,Energy Department,School Infrastructure,Kalaburagi,2025-04-04,2025-05-05,8541148.24,8224527.22,V-1113,Vendor E10,7,7988970.07|8076311.62|8108970.13|8374376.89|8469695.02|9092300.24|9109762.7,585,e-Procurement,,,0.963,14.029,5486541.94,Active,,,
T-5296,Medical Supplies Procurement - Dharwad Zone,Municipal Administration,Medical Supplies,Dharwad,2025-10-18,2025-11-28,1295657.75,1165791.53,V-1050,Vendor B25,7,1162309.44|1201491.88|1251384.99|1265468.43|1274411.67|1299333.85|1392174.25,327,Open Tender,,,0.9,19.777,734063.35,Completed,,,
T-5297,Road Infrastructure Procurement - Udupi Zone,Municipal Administration,Road Infrastructure,Udupi,2026-07-26,2026-09-06,8537413.87,8345546.95,V-1074,Vendor C23,5,8166690.59|8199856.55|8238525.02|8740733.45|8865140.64,242,Open Tender,,,0.978,8.552,4697157.67,Active,,,
T-5298,Road Infrastructure Procurement - Hubballi Zone,Rural Development Department,Road Infrastructure,Hubballi,2024-08-13,2024-09-17,13871079.06,13294767.83,V-1117,Vendor E14,7,12848385.6|13178076.29|13328003.13|13918849.9|14020295.12|14661197.77|14962081.59,193,Limited Tender,,,0.958,16.451,12752166.69,Completed,,,
T-5299,Electrical Equipment Procurement - Tumakuru Zone,Water Resources Department,Electrical Equipment,Tumakuru,2026-04-15,2026-05-07,2829475.7,2576871.88,V-1093,Vendor D16,9,2521755.67|2649474.84|2669915.69|2762709.89|2764756.71|2835340.08|2918760.69|3006488.15|3013188.91,368,Open Tender,,,0.911,19.488,1426815.01,Payment Pending,,,
